date,weekday,weekday_name,is_holiday,holiday_name,avg_temp_c,min_temp_c,max_temp_c,요일_월,요일_화,요일_수,요일_목,요일_금,요일_토,요일_일,주말여부,휴일여부,평일여부,봄,여름,가을,겨울,월,일
2025-08-14,3,목,0,,28.5,25.7,31.8,0,0,0,1,0,0,0,0,0,1,0,1,0,0,8,14
2025-08-15,4,금,1,광복절,28.9,25.4,33.7,0,0,0,0,1,0,0,0,1,0,0,1,0,0,8,15
2025-08-16,5,토,1,토요일,28.6,25.2,33.6,0,0,0,0,0,1,0,1,1,0,0,1,0,0,8,16
2025-08-17,6,일,1,일요일,28.2,23.3,33.5,0,0,0,0,0,0,1,1,1,0,0,1,0,0,8,17
2025-08-18,0,월,0,,29.2,25.4,33.8,1,0,0,0,0,0,0,0,0,1,0,1,0,0,8,18
2025-08-19,1,화,0,,29.0,25.7,33.5,0,1,0,0,0,0,0,0,0,1,0,1,0,0,8,19
2025-08-20,2,수,0,,29.5,25.3,34.5,0,0,1,0,0,0,0,0,0,1,0,1,0,0,8,20
2025-08-21,3,목,0,,29.9,25.8,35.0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,8,21
2025-08-22,4,금,0,,29.8,25.9,35.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,8,22
2025-08-23,5,토,1,토요일,29.2,24.1,34.1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,8,23
2025-08-24,6,일,1,일요일,30.6,26.9,35.9,0,0,0,0,0,0,1,1,1,0,0,1,0,0,8,24
2025-08-25,0,월,0,,30.3,26.8,35.3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,8,25
2025-08-26,1,화,0,,26.2,23.9,29.3,0,1,0,0,0,0,0,0,0,1,0,1,0,0,8,26
2025-08-27,2,수,0,,26.9,23.0,32.5,0,0,1,0,0,0,0,0,0,1,0,1,0,0,8,27
2025-08-28,3,목,0,,28.1,23.3,33.2,0,0,0,1,0,0,0,0,0,1,0,1,0,0,8,28
2025-08-29,4,금,0,,29.3,25.9,33.8,0,0,0,0,1,0,0,0,0,1,0,1,0,0,8,29
2025-08-30,5,토,1,토요일,29.4,25.9,34.6,0,0,0,0,0,1,0,1,1,0,0,1,0,0,8,30
2025-08-31,6,일,1,일요일,27.9,25.0,33.5,0,0,0,0,0,0,1,1,1,0,0,1,0,0,8,31
