month,weekday,weekday_name,station,hour,direction,traffic,area,density,area_per_person,los_grade,latitude,longitude,order,los_priority
2,3,목,갈마역,21,승차,82.75,1991.4999999999998,0,288.79758308157096,A,36.35767777,127.372971,13,1
2,3,목,갈마역,22,승차,45.0,1991.4999999999998,0,531.0666666666666,A,36.35767777,127.372971,13,1
2,3,목,갈마역,23,승차,37.75,1991.4999999999998,0,633.0596026490066,A,36.35767777,127.372971,13,1
2,3,목,갈마역,0,승차,2.75,1991.4999999999998,0,8690.181818181818,A,36.35767777,127.372971,13,1
2,3,목,갈마역,1,승차,0.0,1991.4999999999998,0,,A,36.35767777,127.372971,13,1
2,3,목,갈마역,2,승차,0.0,1991.4999999999998,0,,A,36.35767777,127.372971,13,1
2,2,수,갈마역,3,승차,0.0,1991.4999999999998,0,,A,36.35767777,127.372971,13,1
2,2,수,갈마역,4,승차,0.0,1991.4999999999998,0,,A,36.35767777,127.372971,13,1
2,2,수,갈마역,5,승차,54.0,1991.4999999999998,0,442.5555555555555,A,36.35767777,127.372971,13,1
2,2,수,갈마역,6,승차,104.75,1991.4999999999998,0,228.14319809069212,A,36.35767777,127.372971,13,1
2,2,수,갈마역,7,승차,266.0,1991.4999999999998,0,89.84210526315789,A,36.35767777,127.372971,13,1
2,2,수,갈마역,8,승차,517.0,1991.4999999999998,0,46.22437137330754,A,36.35767777,127.372971,13,1
2,2,수,갈마역,9,승차,237.0,1991.4999999999998,0,100.83544303797467,A,36.35767777,127.372971,13,1
2,2,수,갈마역,10,승차,168.75,1991.4999999999998,0,141.61777777777777,A,36.35767777,127.372971,13,1
2,2,수,갈마역,11,승차,156.75,1991.4999999999998,0,152.45933014354065,A,36.35767777,127.372971,13,1
2,2,수,갈마역,12,승차,159.75,1991.4999999999998,0,149.5962441314554,A,36.35767777,127.372971,13,1
2,2,수,갈마역,13,승차,171.5,1991.4999999999998,0,139.34693877551018,A,36.35767777,127.372971,13,1
2,2,수,갈마역,14,승차,135.25,1991.4999999999998,0,176.69500924214418,A,36.35767777,127.372971,13,1
2,2,수,갈마역,15,승차,144.0,1991.4999999999998,0,165.95833333333331,A,36.35767777,127.372971,13,1
2,2,수,갈마역,16,승차,159.0,1991.4999999999998,0,150.30188679245282,A,36.35767777,127.372971,13,1
2,2,수,갈마역,17,승차,195.75,1991.4999999999998,0,122.08429118773945,A,36.35767777,127.372971,13,1
2,2,수,갈마역,18,승차,205.5,1991.4999999999998,0,116.29197080291969,A,36.35767777,127.372971,13,1
2,2,수,갈마역,19,승차,131.25,1991.4999999999998,0,182.07999999999998,A,36.35767777,127.372971,13,1
2,2,수,갈마역,20,승차,95.25,1991.4999999999998,0,250.89763779527556,A,36.35767777,127.372971,13,1
2,2,수,갈마역,21,승차,88.25,1991.4999999999998,0,270.79886685552407,A,36.35767777,127.372971,13,1
2,2,수,갈마역,22,승차,44.5,1991.4999999999998,0,537.0337078651685,A,36.35767777,127.372971,13,1
