date,weekday,weekday_name,is_holiday,holiday_name,avg_temp_c,min_temp_c,max_temp_c,요일_월,요일_화,요일_수,요일_목,요일_금,요일_토,요일_일,월_sin,월_cos,일_sin,일_cos,주말여부,휴일여부,평일여부,봄,여름,가을,겨울
2025-07-13,6,일,1,일요일,25.3,21.5,30.4,0,0,0,0,0,0,1,-0.4999999999999998,-0.8660254037844388,0.485301962531081,-0.8743466161445821,1,1,0,0,1,0,0
2025-07-14,0,월,0,,23.4,20.3,31.0,1,0,0,0,0,0,0,-0.4999999999999998,-0.8660254037844388,0.299363122973358,-0.9541392564000488,0,0,1,0,1,0,0
2025-07-15,1,화,0,,22.9,20.3,25.5,0,1,0,0,0,0,0,-0.4999999999999998,-0.8660254037844388,0.1011683219874327,-0.994869323391895,0,0,1,0,1,0,0
2025-07-16,2,수,0,,22.6,21.4,24.5,0,0,1,0,0,0,0,-0.4999999999999998,-0.8660254037844388,-0.101168321987432,-0.9948693233918952,0,0,1,0,1,0,0
2025-07-17,3,목,0,,22.0,21.3,22.9,0,0,0,1,0,0,0,-0.4999999999999998,-0.8660254037844388,-0.2993631229733582,-0.9541392564000488,0,0,1,0,1,0,0
2025-07-18,4,금,0,,24.3,21.1,28.5,0,0,0,0,1,0,0,-0.4999999999999998,-0.8660254037844388,-0.4853019625310808,-0.8743466161445822,0,0,1,0,1,0,0
2025-07-19,5,토,1,토요일,24.6,22.8,28.0,0,0,0,0,0,1,0,-0.4999999999999998,-0.8660254037844388,-0.651372482722222,-0.7587581226927911,1,1,0,0,1,0,0
2025-07-20,6,일,1,일요일,27.9,22.7,32.8,0,0,0,0,0,0,1,-0.4999999999999998,-0.8660254037844388,-0.7907757369376986,-0.6121059825476627,1,1,0,0,1,0,0
2025-07-21,0,월,0,,28.4,23.9,33.7,1,0,0,0,0,0,0,-0.4999999999999998,-0.8660254037844388,-0.8978045395707417,-0.4403941515576342,0,0,1,0,1,0,0
2025-07-22,1,화,0,,28.6,24.5,34.2,0,1,0,0,0,0,0,-0.4999999999999998,-0.8660254037844388,-0.968077118866204,-0.2506525322587213,0,0,1,0,1,0,0
2025-07-23,2,수,0,,28.9,24.3,33.8,0,0,1,0,0,0,0,-0.4999999999999998,-0.8660254037844388,-0.9987165071710528,-0.0506491688387135,0,0,1,0,1,0,0
2025-07-24,3,목,0,,29.9,24.9,35.1,0,0,0,1,0,0,0,-0.4999999999999998,-0.8660254037844388,-0.9884683243281114,0.1514277775045766,0,0,1,0,1,0,0
2025-07-25,4,금,0,,30.4,24.9,35.8,0,0,0,0,1,0,0,-0.4999999999999998,-0.8660254037844388,-0.9377521321470804,0.3473052528448203,0,0,1,0,1,0,0
2025-07-26,5,토,1,토요일,30.6,24.9,35.3,0,0,0,0,0,1,0,-0.4999999999999998,-0.8660254037844388,-0.848644257494751,0.5289640103269624,1,1,0,0,1,0,0
2025-07-27,6,일,1,일요일,31.6,26.6,36.0,0,0,0,0,0,0,1,-0.4999999999999998,-0.8660254037844388,-0.72479278722912,0.6889669190756865,1,1,0,0,1,0,0
2025-07-28,0,월,0,,30.9,27.1,36.1,1,0,0,0,0,0,0,-0.4999999999999998,-0.8660254037844388,-0.5712682150947924,0.8207634412072763,0,0,1,0,1,0,0
2025-07-29,1,화,0,,31.2,25.7,36.7,0,1,0,0,0,0,0,-0.4999999999999998,-0.8660254037844388,-0.3943558551133187,0.9189578116202306,0,0,1,0,1,0,0
2025-07-30,2,수,0,,30.9,26.1,35.9,0,0,1,0,0,0,0,-0.4999999999999998,-0.8660254037844388,-0.2012985200886611,0.9795299412524944,0,0,1,0,1,0,0
2025-07-31,3,목,0,,29.9,26.4,34.7,0,0,0,1,0,0,0,-0.4999999999999998,-0.8660254037844388,-2.4492935982947064e-16,1.0,0,0,1,0,1,0,0
2025-08-01,4,금,0,,30.4,25.1,35.8,0,0,0,0,1,0,0,-0.8660254037844384,-0.5000000000000004,0.20129852008866,0.9795299412524944,0,0,1,0,1,0,0
2025-08-02,5,토,1,토요일,31.2,26.2,35.8,0,0,0,0,0,1,0,-0.8660254037844384,-0.5000000000000004,0.3943558551133185,0.9189578116202306,1,1,0,0,1,0,0
2025-08-03,6,일,1,일요일,27.4,22.3,31.3,0,0,0,0,0,0,1,-0.8660254037844384,-0.5000000000000004,0.5712682150947923,0.8207634412072763,1,1,0,0,1,0,0
2025-08-04,0,월,0,,28.4,23.4,33.3,1,0,0,0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.72479278722912,0.6889669190756866,0,0,1,0,1,0,0
2025-08-05,1,화,0,,29.3,24.7,33.8,0,1,0,0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.8486442574947509,0.5289640103269624,0,0,1,0,1,0,0
2025-08-06,2,수,0,,28.0,26.1,31.1,0,0,1,0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9377521321470804,0.3473052528448203,0,0,1,0,1,0,0
2025-08-07,3,목,0,,27.5,23.9,32.6,0,0,0,1,0,0,0,-0.8660254037844384,-0.5000000000000004,0.9884683243281114,0.1514277775045767,0,0,1,0,1,0,0
2025-08-08,4,금,0,,26.1,22.4,30.8,0,0,0,0,1,0,0,-0.8660254037844384,-0.5000000000000004,0.9987165071710528,-0.0506491688387126,0,0,1,0,1,0,0
2025-08-09,5,토,1,토요일,24.3,23.1,26.3,0,0,0,0,0,1,0,-0.8660254037844384,-0.5000000000000004,0.9680771188662044,-0.2506525322587204,1,1,0,0,1,0,0
2025-08-10,6,일,1,일요일,26.2,21.4,32.0,0,0,0,0,0,0,1,-0.8660254037844384,-0.5000000000000004,0.8978045395707416,-0.4403941515576344,1,1,0,0,1,0,0
2025-08-11,0,월,0,,24.3,21.8,28.2,1,0,0,0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.7907757369376989,-0.6121059825476626,0,0,1,0,1,0,0
2025-08-12,1,화,0,,24.3,20.4,29.5,0,1,0,0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.6513724827222223,-0.758758122692791,0,0,1,0,1,0,0
2025-08-13,2,수,0,,26.8,23.3,31.9,0,0,1,0,0,0,0,-0.8660254037844384,-0.5000000000000004,0.485301962531081,-0.8743466161445821,0,0,1,0,1,0,0
2025-08-14,3,목,0,,28.5,25.7,31.8,0,0,0,1,0,0,0,-0.8660254037844384,-0.5000000000000004,0.299363122973358,-0.9541392564000488,0,0,1,0,1,0,0
2025-08-15,4,금,1,광복절,28.9,25.4,33.7,0,0,0,0,1,0,0,-0.8660254037844384,-0.5000000000000004,0.1011683219874327,-0.994869323391895,0,1,0,0,1,0,0
2025-08-16,5,토,1,토요일,28.6,25.2,33.6,0,0,0,0,0,1,0,-0.8660254037844384,-0.5000000000000004,-0.101168321987432,-0.9948693233918952,1,1,0,0,1,0,0
2025-08-17,6,일,1,일요일,28.2,23.3,33.5,0,0,0,0,0,0,1,-0.8660254037844384,-0.5000000000000004,-0.2993631229733582,-0.9541392564000488,1,1,0,0,1,0,0
2025-08-18,0,월,0,,29.2,25.4,33.8,1,0,0,0,0,0,0,-0.8660254037844384,-0.5000000000000004,-0.4853019625310808,-0.8743466161445822,0,0,1,0,1,0,0
2025-08-19,1,화,0,,29.0,25.7,33.5,0,1,0,0,0,0,0,-0.8660254037844384,-0.5000000000000004,-0.651372482722222,-0.7587581226927911,0,0,1,0,1,0,0
2025-08-20,2,수,0,,29.5,25.3,34.5,0,0,1,0,0,0,0,-0.8660254037844384,-0.5000000000000004,-0.7907757369376986,-0.6121059825476627,0,0,1,0,1,0,0
2025-08-21,3,목,0,,29.9,25.8,35.0,0,0,0,1,0,0,0,-0.8660254037844384,-0.5000000000000004,-0.8978045395707417,-0.4403941515576342,0,0,1,0,1,0,0
2025-08-22,4,금,0,,29.8,25.9,35.0,0,0,0,0,1,0,0,-0.8660254037844384,-0.5000000000000004,-0.968077118866204,-0.2506525322587213,0,0,1,0,1,0,0
2025-08-23,5,토,1,토요일,29.2,24.1,34.1,0,0,0,0,0,1,0,-0.8660254037844384,-0.5000000000000004,-0.9987165071710528,-0.0506491688387135,1,1,0,0,1,0,0
2025-08-24,6,일,1,일요일,30.6,26.9,35.9,0,0,0,0,0,0,1,-0.8660254037844384,-0.5000000000000004,-0.9884683243281114,0.1514277775045766,1,1,0,0,1,0,0
2025-08-25,0,월,0,,30.3,26.8,35.3,1,0,0,0,0,0,0,-0.8660254037844384,-0.5000000000000004,-0.9377521321470804,0.3473052528448203,0,0,1,0,1,0,0
2025-08-26,1,화,0,,26.2,23.9,29.3,0,1,0,0,0,0,0,-0.8660254037844384,-0.5000000000000004,-0.848644257494751,0.5289640103269624,0,0,1,0,1,0,0
2025-08-27,2,수,0,,26.9,23.0,32.5,0,0,1,0,0,0,0,-0.8660254037844384,-0.5000000000000004,-0.72479278722912,0.6889669190756865,0,0,1,0,1,0,0
2025-08-28,3,목,0,,28.1,23.3,33.2,0,0,0,1,0,0,0,-0.8660254037844384,-0.5000000000000004,-0.5712682150947924,0.8207634412072763,0,0,1,0,1,0,0
2025-08-29,4,금,0,,29.3,25.9,33.8,0,0,0,0,1,0,0,-0.8660254037844384,-0.5000000000000004,-0.3943558551133187,0.9189578116202306,0,0,1,0,1,0,0
2025-08-30,5,토,1,토요일,29.4,25.9,34.6,0,0,0,0,0,1,0,-0.8660254037844384,-0.5000000000000004,-0.2012985200886611,0.9795299412524944,1,1,0,0,1,0,0
2025-08-31,6,일,1,일요일,27.9,25.0,33.5,0,0,0,0,0,0,1,-0.8660254037844384,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,0,0,1,0,0
